Parent.Profile.Name,PermissionsCreate,PermissionsDelete,PermissionsEdit,PermissionsModifyAllRecords,PermissionsRead,PermissionsViewAllRecords,SobjectType
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PaymentLineInvoice
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pricebook2
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PrivacyConsent
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Problem
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ProcessException
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Product2
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PushTopic
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,QuickText
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Refund
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,RefundLinePayment
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ReportAnomalyEventStore
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Scorecard
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ScorecardAssociation
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ScorecardMetric
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Seller
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ServiceContract
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,SessionHijackingEventStore
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Solution
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,StreamingChannel
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,UserExternalCredential
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Vehicle__c
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WebCartDocument
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkOrder
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkPlan
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkPlanTemplate
Analytics Cloud Integration User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkStepTemplate
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Account
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Asset
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,AuthorizationForm
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,AuthorizationFormConsent
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,AuthorizationFormDataUse
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,AuthorizationFormText
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,BusinessBrand
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Campaign
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Case
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,CommSubscription
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,CommSubscriptionChannelType
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,CommSubscriptionConsent
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,CommSubscriptionTiming
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Contact
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ContactPointConsent
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ContactPointEmail
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ContactPointPhone
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ContactPointTypeConsent
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Contract
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ContractLineItem
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Customer
Analytics Cloud Security User,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DandBCompany
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,DataUseLegalBasis
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,DataUsePurpose
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Document
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,EngagementChannelType
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Entitlement
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,EntitlementContact
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Idea
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Image
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Individual
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Invoice
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Lead
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Location
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Macro
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Opportunity
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Order
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PartyConsent
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Payment
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PaymentLineInvoice
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pricebook2
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Product2
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PushTopic
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,QuickText
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Seller
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,ServiceContract
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Solution
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,StreamingChannel
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,UserExternalCredential
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkOrder
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkPlan
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkPlanTemplate
Analytics Cloud Security User,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,WorkStepTemplate
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Account
Authenticated Website,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Authenticated Website,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Authenticated Website,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Authenticated Website,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
B2B Reordering Portal Buyer Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Account
B2B Reordering Portal Buyer Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,BackgroundOperation
B2B Reordering Portal Buyer Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Contact
B2B Reordering Portal Buyer Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Account
Contract Manager,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,AIRecordInsight
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Asset
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationForm
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormConsent
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormDataUse
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormText
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,BusinessBrand
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Campaign
Contract Manager,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscription
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionChannelType
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionConsent
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionTiming
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contact
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointAddress
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointConsent
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointEmail
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointPhone
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointTypeConsent
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contract
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ContractLineItem
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Customer
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,DandBCompany
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DataUseLegalBasis
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DataUsePurpose
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Document
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EngagementChannelType
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Entitlement
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EntitlementContact
Contract Manager,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Idea
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Individual
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Lead
Contract Manager,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Location
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Opportunity
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Order
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,PartyConsent
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,QuickText
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Seller
Contract Manager,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ServiceContract
Contract Manager,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Contract Manager,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,StreamingChannel
Contract Manager,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkOrder
Contract Manager,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,WorkPlan
Contract Manager,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,WorkPlanTemplate
Contract Manager,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,WorkStepTemplate
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Account
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationForm
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormConsent
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormDataUse
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,AuthorizationFormText
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscription
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionChannelType
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionConsent
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CommSubscriptionTiming
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contact
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointConsent
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointEmail
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointPhone
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ContactPointTypeConsent
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DataUseLegalBasis
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,DataUsePurpose
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,EngagementChannelType
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Individual
Cross Org Data Proxy User,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,PartyConsent
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Account
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Asset
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Campaign
Custom: Marketing Profile,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contact
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Contract
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ContractLineItem
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Entitlement
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EntitlementContact
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Equipment_Maintenance_Item__c
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Lead
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Opportunity
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,QuickText
Custom: Marketing Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ServiceContract
Custom: Marketing Profile,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Custom: Marketing Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Vehicle__c
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Account
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Asset
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Campaign
Custom: Sales Profile,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Case
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contact
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Contract
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ContractLineItem
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Entitlement
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EntitlementContact
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Equipment_Maintenance_Item__c
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Lead
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Opportunity
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pricebook2
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Product2
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,QuickText
Custom: Sales Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ServiceContract
Custom: Sales Profile,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Solution
Custom: Sales Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Vehicle__c
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Account
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Asset
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Campaign
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Case
Custom: Support Profile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Contact
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Contract
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ContractLineItem
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Document
Custom: Support Profile,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Entitlement
